Protein,Domain,Range,ECOD_num,ECOD_key,T-group,DPAM_prob,HH_prob,DALI_zscore,Hit_cov,Tgroup_cov,Judge,Hcount,Scount,subset,domain_length,bin,intracellular_percentage
P01138,nD1,131-235,152507,e4ec7A1,385.1.1,0.998,1.0,13.4,0.912,0.991,good_domain,0,7,subset_481,105,1,0.0
Q14498,nD1,136-235,002103379,e5kw6A1,304.9.1,0.995,0.996,8.9,0.881,1.053,good_domain,3,4,subset_126,100,1,100.0
Q14498,nD2,236-350,002722991,e7dvqY1,304.9.1,0.994,0.975,15.6,0.643,1.211,good_domain,3,4,subset_126,115,1,100.0
Q14498,nD3,411-530,000143581,e3s6eA1,304.9.1,0.993,0.981,13.3,0.973,1.263,good_domain,4,4,subset_126,120,1,100.0
O60885,nD1,36-170,002500488,e6ajwA1,633.1.1,0.996,0.985,22.1,0.985,1.116,good_domain,4,1,subset_126,135,1,100.0
O60885,nD2,346-460,001288937,e4py6A1,633.1.1,0.995,0.977,10.2,0.841,0.95,good_domain,5,0,subset_126,115,1,100.0
O60885,nD3,506-530,002794204,e7eftB1,1.1.5,0.913,0.815,0.0,0.083,0.147,simple_topology,1,0,subset_126,25,0,100.0
O60885,nD4,606-675,002756507,e7jq8A1,3525.1.1,0.984,0.99,9.1,0.729,0.8,good_domain,3,0,subset_126,70,0,100.0
O60885,nD5,1226-1305,na,na,na,na,na,na,na,na,simple_topology,1,0,subset_126,80,0,100.0
P10242,nD1,41-90,163970,e2dimA1,101.1.1,0.993,0.963,9.0,0.714,0.685,good_domain,3,0,subset_24,50,0,100.0
P10242,nD2,91-200,1212564,e3ukgA3,101.1.1,0.99,0.992,5.2,0.427,1.507,good_domain,6,0,subset_24,110,1,100.0
Q9UBS5,nD1,31-100,2799909,e7nydC3,389.1.2,0.997,0.984,8.0,0.95,1.111,good_domain,1,6,subset_24,70,0,0.0
Q9UBS5,nD2,101-160,135136,e2wiiC4,389.1.2,0.998,0.979,9.0,0.906,0.952,good_domain,0,5,subset_24,60,0,0.0
Q9UBS5,nD3,"166-290,431-535",1874040,e4mqeA1,2007.1.2,0.997,1.0,38.2,0.808,1.608,good_domain,6,7,subset_24,230,2,0.0
Q9UBS5,nD4,"291-430,536-580",1842918,e5fbkA1,2007.1.2,0.997,0.999,19.0,0.509,1.294,good_domain,5,8,subset_24,185,2,0.0
Q9UBS5,nD5,586-870,2635598,e6uo8A3,5001.1.1,1.0,1.0,32.0,0.958,0.998,good_domain,7,2,subset_24,285,2,23.157894736842106
Q9UBS5,nD6,886-920,2729786,e7emfU1,4207.1.1,0.616,0.0,3.5,na,na,simple_topology,1,0,subset_24,35,0,100.0
Q9HB55,nD1,11-503,2146329,e5veuC1,149.1.1,0.999,1.0,52.4,0.991,1.223,good_domain,14,10,subset_24,493,2,100.0
P17813,nD1,46-200,2084820,e5i04A2,1160.1.1,0.998,1.0,29.7,0.974,1.013,good_domain,1,10,subset_24,155,2,0.0
P17813,nD2,"26-45,201-330",2086864,e5hzwA1,1160.1.1,0.999,1.0,28.2,0.987,0.98,good_domain,1,11,subset_24,150,1,0.0
P17813,nD3,356-445,1146559,e3nk3A1,11.1.1,0.999,0.995,9.4,0.804,0.833,good_domain,2,7,subset_24,90,1,0.0
P17813,nD4,446-580,142900,e3qw9A1,11.1.1,0.998,0.989,12.3,0.724,1.25,good_domain,3,8,subset_24,135,1,0.0
P17813,nD5,591-615,2131603,e4wolB1,3470.1.1,0.952,0.775,0.0,0.733,0.806,simple_topology,1,0,subset_24,25,0,4.0
Q8N5L8,nD1,16-135,2427779,e6ahuF1,328.1.1,0.995,1.0,12.1,0.718,1.237,good_domain,2,4,subset_108,120,1,100.0
P48039,nD1,6-330,2475329,e6me8A2,5001.1.1,0.999,1.0,35.7,0.862,1.138,good_domain,7,2,subset_108,325,2,30.76923076923077
Q15109,nD1,21-120,1162816,e4bfiA3,11.1.1,0.999,0.989,13.0,0.484,0.926,good_domain,1,7,subset_108,100,1,3.0
Q15109,nD2,121-230,1221879,e4lp5A9,11.1.1,0.999,1.0,20.8,0.948,1.019,good_domain,0,8,subset_108,110,1,0.0
Q15109,nD3,"236-330,346-375",2124038,e5vkjA1,11.1.1,0.998,0.998,13.5,0.944,1.157,good_domain,2,6,subset_108,125,1,11.2
Q15389,nD1,81-110,2125409,e5npwH1,304.60.1,0.89,0.862,0.0,0.366,0.207,simple_topology,1,0,subset_108,30,0,0.0
Q15389,nD2,"111-265,281-498",1564127,e4zfgA1,269.1.1,0.998,1.0,38.7,0.995,1.695,good_domain,5,10,subset_108,373,2,0.0
P28845,nD1,26-280,317552,e2iltA1,2003.1.1,1.0,0.999,45.1,0.927,1.301,good_domain,9,8,subset_441,255,2,100.0
P32754,nD1,6-165,1160883,e3isqA7,211.1.1,0.991,0.985,5.6,0.588,2.353,good_domain,4,8,subset_441,160,2,100.0
P32754,nD2,166-235,1160884,e3isqA8,211.1.1,0.999,1.0,6.9,0.745,1.029,good_domain,1,3,subset_441,70,0,100.0
P32754,nD3,216-380,1160883,e3isqA7,211.1.1,0.996,1.0,23.5,0.971,2.426,good_domain,5,6,subset_441,165,2,100.0
P31994,nD1,36-130,144441,e3ry4A1,11.1.1,0.998,0.997,17.1,1.0,0.88,good_domain,1,7,subset_441,95,1,10.526315789473685
P31994,nD2,"131-215,221-245",144442,e3ry4A2,11.1.1,0.999,0.997,18.4,0.988,1.019,good_domain,3,9,subset_441,110,1,0.0
O75444,nD1,261-355,3916,e1sknP1,137.1.1,0.901,0.995,4.9,0.676,1.173,good_domain,3,0,subset_279,95,1,100.0
O95178,nD1,46-85,2755039,e7b93j1,1123.1.1,0.961,1.0,0.0,0.597,0.678,simple_topology,1,0,subset_279,40,0,17.5
Q8TDV5,nD1,6-315,2704773,e7jvpR1,5001.1.1,0.998,1.0,25.4,0.888,1.086,good_domain,7,2,subset_279,310,2,35.16129032258065
Q9Y2X0,nD1,"6-315,336-465,486-505,736-755",2591579,e6qk7B2,5.1.4,0.981,0.993,16.5,0.794,1.337,good_domain,5,31,subset_200,480,2,100.0
Q9Y2X0,nD2,"466-485,506-560",2048360,e5iwwD1,109.4.1,0.9,0.0,4.1,0.16,0.262,partial_domain,4,0,subset_200,75,0,100.0
Q9Y2X0,nD3,"561-585,607-730",1413708,e2b1eA1,109.4.1,0.513,0.0,3.8,na,na,low_confidence,5,1,subset_200,149,1,100.0
Q9Y2X0,nD4,776-825,2392556,e6cw3E2,376.1.1,0.899,0.0,3.5,0.596,0.641,partial_domain,1,4,subset_200,50,0,100.0
P62266,nD1,1-140,2086146,e5meiY1,2.1.1,1.0,1.0,20.8,0.972,1.346,good_domain,2,5,subset_200,140,1,100.0
P25789,nD1,1-260,2471496,e6qm8C1,210.1.1,0.998,1.0,34.4,0.899,1.14,good_domain,7,10,subset_200,260,2,100.0
Q9Y678,nD1,16-605,2784582,e7p3xA1,109.4.1,1.0,1.0,20.0,0.805,2.063,good_domain,27,1,subset_314,590,3,100.0
Q9Y678,nD2,606-760,1613,e1r4xA1,11.1.1,0.997,1.0,27.2,0.945,1.435,good_domain,1,8,subset_314,155,2,100.0
Q9Y678,nD3,761-874,1683572,e5a1yV2,331.9.1,0.997,1.0,18.3,0.991,1.0,good_domain,4,5,subset_314,114,1,100.0
Q13619,nD1,"41-120,126-405",145671,e4a0kA3,109.4.1,1.0,1.0,29.2,0.986,1.259,good_domain,14,0,subset_314,360,2,100.0
Q13619,nD2,406-495,4626,e1ldjA4,109.4.1,0.994,1.0,17.2,0.916,0.315,partial_domain,4,1,subset_314,90,1,100.0
Q13619,nD3,496-590,7757,e2hyeC5,4001.1.1,0.992,1.0,14.3,0.96,0.96,good_domain,4,2,subset_314,95,1,100.0
Q13619,nD4,591-670,169050,e3dplC4,101.1.2,0.994,1.0,12.0,0.798,0.842,good_domain,3,5,subset_314,80,0,100.0
Q13619,nD5,676-759,2623933,e6v9iC4,101.1.2,0.994,1.0,12.8,0.923,0.884,good_domain,2,3,subset_314,84,0,100.0
Q9H4A4,nD1,21-235,141846,e2xpyA2,4081.1.1,0.996,1.0,25.5,0.883,1.039,good_domain,2,14,subset_314,215,2,100.0
Q9H4A4,nD2,241-495,153286,e3u9wA3,2498.1.1,0.997,1.0,35.2,0.988,1.016,good_domain,9,6,subset_314,255,2,100.0
Q9H4A4,nD3,501-645,153285,e3u9wA2,109.4.1,0.996,1.0,19.1,0.947,0.507,good_domain,8,0,subset_314,145,1,100.0
Q02080,nD1,6-90,2160573,e6bz1B1,263.1.1,0.995,0.985,6.9,0.865,1.006,good_domain,3,2,subset_43,85,0,100.0
P21917,nD1,"13-235,301-325,341-415",2129681,e5wivA1,5001.1.1,0.999,1.0,37.7,0.923,1.131,good_domain,7,0,subset_43,323,2,27.24458204334365
P05067,nD1,26-125,1545070,e4pqdA1,358.2.1,0.988,1.0,18.0,0.905,0.952,good_domain,1,7,subset_43,100,1,0.0
P05067,nD2,126-190,2798199,e7mqyA1,872.2.1,0.999,1.0,13.9,0.942,0.97,good_domain,1,4,subset_43,65,0,0.0
P05067,nD3,286-345,90543,e1zr0D1,384.1.1,0.998,0.898,8.2,1.0,1.017,good_domain,2,2,subset_43,60,0,0.0
P05067,nD4,371-585,2336444,e5tptA1,603.3.1,1.0,1.0,19.7,1.0,1.075,good_domain,5,0,subset_43,215,2,0.0
P05067,nD5,701-725,2131603,e4wolB1,3470.1.1,0.867,0.368,0.0,0.367,0.806,simple_topology,1,0,subset_43,25,0,16.0
P05067,nD6,741-770,2138819,e6az3M1,304.109.1,0.238,0.0,3.3,na,na,simple_topology,2,0,subset_43,30,0,100.0
Q9UQF0,nD1,61-135,326970,e2q8rE1,1170.1.1,0.864,0.0,3.1,0.742,1.079,good_domain,1,3,subset_43,75,0,0.0
Q9UQF0,nD2,196-295,2142124,e6bp2A1,3401.1.1,0.818,0.0,4.7,na,na,low_confidence,0,8,subset_43,100,1,0.0
Q9UQF0,nD3,"151-190,341-415",2097512,e5ha6A1,3782.1.1,0.779,0.997,0.0,na,na,low_confidence,4,2,subset_43,115,1,0.0
Q9UQF0,nD4,446-480,2137927,e6bfuA1,1042.1.1,0.668,0.216,0.0,na,na,simple_topology,1,0,subset_43,35,0,45.714285714285715
Q96L50,nD1,1-135,145282,e3u12A1,220.1.1,0.959,0.0,12.0,0.922,1.107,good_domain,1,7,subset_143,135,1,100.0
Q96L50,nD2,"136-375,396-410",2708584,e6lbxA2,207.1.1,0.989,0.981,21.6,0.744,0.898,good_domain,4,11,subset_143,255,2,100.0
Q9Y6F1,nD1,41-155,167523,e2eocA1,4210.1.1,0.997,0.997,10.9,0.983,0.975,good_domain,2,5,subset_143,115,1,100.0
Q9Y6F1,nD2,196-310,166925,e3c49A1,609.1.1,0.998,1.0,16.6,0.788,0.852,good_domain,4,0,subset_143,115,1,100.0
Q9Y6F1,nD3,"186-195,316-533",166926,e3c49A2,237.1.1,0.998,1.0,38.0,1.0,1.118,good_domain,8,13,subset_143,228,2,100.0
P56373,nD1,11-360,1942452,e5u1xA1,3483.1.1,1.0,1.0,25.7,0.922,1.075,good_domain,8,13,subset_143,350,2,8.0
P15391,nD1,"21-65,231-275",2123352,e5vi4E1,11.1.1,0.994,0.971,6.3,0.649,0.833,good_domain,1,8,subset_302,90,1,0.0
P15391,nD2,66-230,2322997,e6al5A2,11.1.1,1.0,0.998,11.2,0.615,1.528,good_domain,2,12,subset_302,165,2,0.0
P15391,nD3,291-315,1688261,e2n28A1,912.1.1,0.77,0.431,0.0,na,na,simple_topology,1,0,subset_302,25,0,8.0
P03886,nD1,1-318,2676181,e6zkgH1,3281.1.2,1.0,1.0,48.2,1.0,1.0,good_domain,9,0,subset_302,318,2,35.84905660377358
Q9Y2I7,nD1,131-220,185882,e1zbdB3,376.1.3,0.996,0.0,4.0,0.902,1.374,good_domain,4,2,subset_302,90,1,100.0
Q9Y2I7,nD2,341-450,2652,e1v3fA1,101.1.2,0.998,0.974,8.3,0.817,1.158,good_domain,3,4,subset_302,110,1,100.0
Q9Y2I7,nD3,"601-680,836-870",2527356,e6ks6A1,2498.5.1,0.998,0.997,9.1,0.917,1.09,good_domain,5,3,subset_302,115,1,100.0
Q9Y2I7,nD4,681-835,117767,e1gmlC1,2487.1.1,0.998,0.997,21.3,0.833,0.963,good_domain,4,9,subset_302,155,2,100.0
Q9Y2I7,nD5,1036-1075,325352,e2q13A2,4177.1.1,0.032,0.0,3.6,na,na,simple_topology,2,0,subset_302,40,0,100.0
Q9Y2I7,nD6,"871-880,1216-1390",185144,e3d33A1,11.1.1,0.75,0.0,3.0,na,na,low_confidence,4,10,subset_302,185,2,100.0
Q9Y2I7,nD7,"1401-1515,1636-1660",1144608,e4l8iA1,310.2.1,0.904,0.0,8.6,0.939,0.761,good_domain,3,0,subset_302,140,1,100.0
Q9Y2I7,nD8,"1666-1690,1807-2095",2712792,e6ux9A1,206.1.2,0.994,1.0,17.6,0.763,1.256,good_domain,8,14,subset_302,314,2,100.0
P41595,nD1,"41-270,291-400",1954812,e5tvnA1,5001.1.1,0.999,1.0,35.4,0.974,1.191,good_domain,8,0,subset_47,340,2,33.529411764705884
P56817,nD1,61-445,2798737,e7n4nA1,1.1.1,0.994,1.0,52.3,0.935,2.163,good_domain,7,21,subset_47,385,2,0.0
P56817,nD2,456-480,2452528,e6ithA1,6169.1.1,0.906,0.854,0.0,0.686,0.641,simple_topology,1,0,subset_47,25,0,12.0
P10600,nD1,31-290,1503532,e4ycgB1,10.2.1,0.936,0.998,11.0,0.712,1.123,good_domain,6,10,subset_47,260,2,0.0
P10600,nD2,306-410,1887743,e5f3bC1,385.1.1,0.997,0.997,10.0,0.862,0.991,good_domain,1,8,subset_47,105,1,0.0
P41225,nD1,136-210,44940,e1j46A1,190.1.1,0.996,0.985,9.6,0.925,0.904,good_domain,3,0,subset_169,75,0,100.0
Q02543,nD1,1-75,2755734,e7o7yBS1,3115.1.1,0.999,1.0,14.4,1.0,0.962,good_domain,1,3,subset_169,75,0,100.0
Q02543,nD2,76-175,2819396,e6xu6CS2,3115.1.1,1.0,1.0,12.9,0.952,1.282,good_domain,2,3,subset_169,100,1,100.0
P34998,nD1,26-105,146876,e2l27A1,913.1.1,0.99,0.974,10.5,0.952,0.769,good_domain,1,3,subset_169,80,0,0.0
P34998,nD2,111-390,2578569,e6pb0R1,5001.1.1,0.999,1.0,30.4,0.975,0.981,good_domain,8,1,subset_169,280,2,18.928571428571427
Q9BQC6,nD1,16-80,2471289,e6nu2o1,3907.1.1,1.0,1.0,5.9,0.691,0.691,simple_topology,2,0,subset_178,65,0,100.0
P42766,nD1,1-120,2824027,e7mszY1,192.4.1,0.995,0.996,8.8,0.941,1.008,good_domain,3,0,subset_178,120,1,100.0
Q14004,nD1,"686-770,786-1035",1721826,e5efqC1,206.1.1,1.0,1.0,49.9,0.952,1.113,good_domain,10,9,subset_178,335,2,100.0
Q9Y376,nD1,11-335,2029639,e5uflA1,109.4.1,0.999,0.948,11.8,0.391,1.136,good_domain,16,2,subset_150,325,2,100.0
P09884,nD1,386-480,1646147,e4qclA3,304.114.1,0.994,1.0,18.4,0.969,1.056,good_domain,1,6,subset_150,95,1,100.0
P09884,nD2,"341-385,481-535",1646145,e4qclA1,2.1.1,0.996,1.0,20.0,0.969,0.962,good_domain,3,5,subset_150,100,1,100.0
P09884,nD3,536-785,1790898,e5exrC1,2484.1.1,0.998,1.0,35.4,0.874,1.276,good_domain,8,6,subset_150,250,2,100.0
P09884,nD4,786-1075,1790900,e5exrC3,304.48.1,0.994,1.0,21.1,0.924,1.327,good_domain,6,7,subset_150,290,2,100.0
P09884,nD5,1076-1255,1821876,e2gv9B4,4969.1.1,0.998,1.0,13.0,0.651,1.059,good_domain,7,4,subset_150,180,2,100.0
P09884,nD6,1271-1340,1548163,e4y97H1,375.10.1,0.996,0.999,14.2,0.897,1.0,good_domain,1,2,subset_150,70,0,100.0
P09884,nD7,1346-1455,1223603,e3d36B8,605.1.1,0.858,0.0,4.2,0.75,1.507,good_domain,4,3,subset_150,110,1,100.0
P32245,nD1,46-320,2795428,e7f55R1,5001.1.1,0.999,1.0,33.9,0.943,0.963,good_domain,8,0,subset_150,275,2,29.454545454545453
Q9H3D4,nD1,166-370,2595020,e6sl6A1,11.1.5,0.996,1.0,31.3,0.956,1.331,good_domain,1,11,subset_63,205,2,100.0
Q9H3D4,nD2,401-425,1930632,e2nb1C1,567.1.1,0.968,0.99,0.0,0.417,0.532,simple_topology,1,0,subset_63,25,0,100.0
Q9H3D4,nD3,541-610,144073,e2y9tA1,102.1.1,0.998,0.998,10.1,0.793,0.897,good_domain,4,1,subset_63,70,0,100.0
O95069,nD1,51-370,1165465,e3ukmD1,5054.1.1,0.992,1.0,18.5,0.776,1.404,good_domain,7,0,subset_63,320,2,32.5
Q00536,nD1,111-480,1921768,e5g6vA1,206.1.1,0.999,1.0,41.9,0.955,1.229,good_domain,13,8,subset_63,370,2,100.0
P43628,nD1,26-120,2449452,e6grtB3,11.1.1,1.0,0.996,21.5,0.465,0.88,good_domain,0,8,subset_63,95,1,0.0
P43628,nD2,121-220,2449452,e6grtB3,11.1.1,1.0,0.996,21.5,0.495,0.926,good_domain,0,9,subset_63,100,1,0.0
P43628,nD3,246-270,2452528,e6ithA1,6169.1.1,0.937,0.88,0.0,0.714,0.641,simple_topology,1,0,subset_63,25,0,16.0
P29317,nD1,1-25,2327098,e5yjzA1,206.1.1,0.925,0.0,8.9,0.037,0.083,simple_topology,1,0,subset_382,25,0,92.0
P29317,nD2,26-200,2131245,e4m4rE4,10.1.2,0.999,1.0,27.4,0.748,1.115,good_domain,3,11,subset_382,175,2,0.0
P29317,nD3,201-325,1758626,e4m4pA2,389.1.1,0.992,1.0,16.7,0.992,2.941,good_domain,0,7,subset_382,125,1,0.0
P29317,nD4,326-435,2806941,e7s7kA4,11.1.1,0.999,1.0,17.8,0.991,1.019,good_domain,0,8,subset_382,110,1,0.0
P29317,nD5,"436-565,586-880",2706103,e7kjcA1,206.1.1,0.996,1.0,42.3,0.904,1.412,good_domain,13,18,subset_382,425,2,71.05882352941177
P29317,nD6,881-970,2706104,e7kjcA2,102.1.1,0.998,1.0,11.8,0.846,1.154,good_domain,4,0,subset_382,90,1,100.0
P46098,nD1,26-240,2714268,e6w1mA1,11.12.1,0.996,1.0,26.1,1.0,1.019,good_domain,2,11,subset_382,215,2,0.0
P46098,nD2,"241-340,406-478",2527150,e6pv7B1,5057.1.1,1.0,1.0,15.6,0.894,1.193,good_domain,4,0,subset_382,173,2,43.35260115606936
P01375,nD1,31-55,1867996,e5apmC1,10.2.1,0.052,0.0,4.0,na,na,simple_topology,1,0,subset_382,25,0,0.0
P01375,nD2,71-233,2098044,e5uuiA1,10.3.1,0.996,1.0,25.6,0.899,1.148,good_domain,1,10,subset_382,163,2,0.0
Q99592,nD1,1-130,1760353,e3dryC1,226.1.1,0.995,0.879,8.5,0.573,1.111,good_domain,5,3,subset_289,130,1,100.0
Q99592,nD2,366-395,1682688,e2lt7A3,386.1.1,0.995,0.98,3.0,0.625,0.909,simple_topology,1,0,subset_289,30,0,100.0
Q99592,nD3,411-460,2772210,e7eyiH1,386.1.1,0.998,0.988,7.9,0.568,1.515,simple_topology,2,0,subset_289,50,0,100.0
Q99592,nD4,461-500,2772210,e7eyiH1,386.1.1,0.999,0.988,7.9,0.341,1.212,simple_topology,1,0,subset_289,40,0,100.0
O43674,nD1,53-170,2833181,e7v2da1,1127.1.1,1.0,1.0,8.6,0.843,0.843,good_domain,3,0,subset_289,118,1,11.864406779661017
P21127,nD1,11-35,2325449,e5nclA1,206.1.1,0.967,0.0,20.6,0.058,0.083,simple_topology,1,0,subset_289,25,0,100.0
P21127,nD2,121-145,2718902,e6ywyTT1,3666.1.1,0.722,0.0,3.6,na,na,simple_topology,1,0,subset_289,25,0,100.0
P21127,nD3,146-175,2327098,e5yjzA1,206.1.1,0.764,0.0,8.4,na,na,simple_topology,1,0,subset_289,30,0,100.0
P21127,nD4,176-210,2715699,e6x0ap1,101.1.11,0.603,0.0,3.4,na,na,simple_topology,1,0,subset_289,35,0,100.0
P21127,nD5,421-745,139457,e3mi9A1,206.1.1,1.0,0.999,37.1,0.905,1.08,good_domain,7,7,subset_289,325,2,100.0
Q13442,nD1,111-175,na,na,na,na,na,na,na,na,simple_topology,2,0,subset_278,65,0,100.0
O43181,nD1,61-155,002676107,e6zkec1,3203.1.1,0.999,1.0,13.4,0.754,0.798,good_domain,2,4,subset_278,95,1,100.0
P19838,nD1,41-245,000041197,e1nfkB2,11.1.5,0.996,1.0,31.7,0.986,1.331,good_domain,2,10,subset_278,205,2,100.0
P19838,nD2,246-365,000032480,e1nfiB1,11.1.1,0.995,0.998,22.1,0.991,1.111,good_domain,2,8,subset_278,120,1,100.0
P19838,nD3,486-790,002494239,e6molA2,109.3.1,0.993,0.998,15.1,0.695,1.533,good_domain,15,1,subset_278,305,2,100.0
P19838,nD4,806-895,000162923,e2dbfA1,110.1.1,0.989,0.593,12.7,0.9,0.938,good_domain,6,0,subset_278,90,1,100.0
P11362,nD1,41-130,158904,e2cr3A1,11.1.1,0.997,0.954,15.5,0.848,0.833,good_domain,1,7,subset_68,90,1,0.0
P11362,nD2,131-250,2101631,e5w59B1,11.1.1,0.997,0.997,18.5,1.0,1.111,good_domain,1,9,subset_68,120,1,0.0
P11362,nD3,251-395,1218937,e3ojmB4,11.1.1,0.997,0.996,18.4,1.0,1.343,good_domain,3,7,subset_68,145,1,0.0
P11362,nD4,426-760,2761663,e7khgA1,206.1.1,0.996,0.999,37.6,0.865,1.113,good_domain,11,10,subset_68,335,2,100.0
P22748,nD1,22-284,2071066,e5jncC1,62.1.1,0.997,1.0,44.2,0.996,1.025,good_domain,4,13,subset_68,263,2,0.0
P05164,nD1,56-155,1233609,e4cejB5,2008.1.1,0.517,0.0,4.0,na,na,low_confidence,4,0,subset_68,100,1,0.0
P05164,nD2,156-740,2055580,e5mfaA1,136.1.1,1.0,1.0,61.0,0.988,1.866,good_domain,18,10,subset_68,585,2,0.0
Q9BX95,nD1,"6-25,121-338,361-435",1255625,e3bb0A3,180.1.1,0.994,0.986,10.1,0.519,1.329,good_domain,11,2,subset_68,313,2,37.38019169329073
Q9Y217,nD1,6-110,1177188,e2yf0A3,220.1.1,0.994,1.0,15.4,0.832,0.861,good_domain,3,6,subset_195,105,1,100.0
Q9Y217,nD2,116-505,1566806,e4y7iB1,2007.2.3,1.0,1.0,51.5,1.0,1.714,good_domain,13,9,subset_195,390,2,100.0
Q9Y217,nD3,516-540,2736839,e6z0lD1,604.1.1,0.896,0.348,0.0,0.42,0.227,simple_topology,1,0,subset_195,25,0,100.0
P62081,nD1,1-100,2803934,e7r81I21,327.18.1,0.997,1.0,15.1,0.887,1.124,good_domain,2,2,subset_195,100,1,100.0
P62081,nD2,101-190,1949629,e5t2a42,327.18.1,0.997,1.0,12.9,0.851,1.011,good_domain,2,3,subset_195,90,1,100.0
O14920,nD1,1-310,1064440,e4kikB1,206.1.1,0.999,1.0,39.0,0.984,1.03,good_domain,7,8,subset_195,310,2,100.0
O14920,nD2,311-395,1064442,e4kikB3,221.1.1,0.995,1.0,18.3,0.953,0.904,good_domain,1,5,subset_195,85,0,100.0
O14920,nD3,396-665,1392883,e4im0A4,4177.2.1,0.907,0.0,12.1,0.832,1.004,good_domain,6,1,subset_195,270,2,100.0
O14920,nD4,706-730,1070118,e4jioB1,3285.1.1,0.029,0.0,3.2,na,na,simple_topology,1,0,subset_195,25,0,100.0
P05023,nD1,"21-85,161-280",2625690,e6lcpA3,10.13.1,0.991,1.0,10.3,0.636,1.595,good_domain,6,6,subset_4,185,2,100.0
P05023,nD2,376-595,1246014,e3kdpC2,267.1.1,0.997,1.0,34.6,0.969,1.333,good_domain,6,10,subset_4,220,2,100.0
P05023,nD3,"86-160,281-365,766-890,911-1023",1246009,e2zxeA7,5073.1.1,0.999,1.0,55.4,0.806,0.844,good_domain,13,2,subset_4,398,2,32.663316582914575
P05023,nD4,"356-375,596-765",2523992,e6jxhA3,2006.1.1,0.996,1.0,30.3,0.927,0.95,good_domain,10,8,subset_4,190,2,100.0
Q13509,nD1,1-240,151218,e4drxB2,2003.1.6,0.999,1.0,33.0,0.959,1.165,good_domain,9,7,subset_4,240,2,100.0
Q13509,nD2,241-430,151217,e4drxB1,301.6.1,0.995,1.0,17.9,0.989,1.301,good_domain,6,5,subset_4,190,2,100.0
Q13621,nD1,176-680,415013,e3ob6B1,5051.1.1,0.999,1.0,38.7,0.917,1.078,good_domain,13,4,subset_4,505,2,24.554455445544555
Q13621,nD2,"681-815,891-905",2391911,e6hcdD1,2005.1.1,0.993,0.96,7.8,0.836,0.701,good_domain,5,5,subset_4,150,1,100.0
Q13621,nD3,906-1095,384421,e3loqA2,2005.1.1,0.99,0.0,8.5,0.865,0.888,good_domain,6,7,subset_4,190,2,100.0
P13639,nD1,6-360,2448737,e6qdvC4,2004.1.1,0.996,1.0,37.0,0.831,1.592,good_domain,13,11,subset_4,355,2,100.0
P13639,nD2,361-500,134,e1n0uA1,1.1.7,0.997,1.0,23.5,0.993,1.261,good_domain,2,9,subset_4,140,1,100.0
P13639,nD3,501-575,2597057,e6teoC4,304.24.1,0.999,1.0,13.7,0.75,0.82,good_domain,2,4,subset_4,75,0,100.0
P13639,nD4,581-740,6002,e1n0uA4,212.1.1,0.998,1.0,29.5,0.97,1.111,good_domain,4,7,subset_4,160,2,100.0
P13639,nD5,741-855,5299,e1n0uA3,304.24.1,1.0,1.0,13.9,0.949,1.257,good_domain,4,4,subset_4,115,1,100.0
O95243,nD1,86-145,1348636,e2moeA1,252.1.1,0.994,0.988,2.6,0.831,0.805,good_domain,1,2,subset_76,60,0,100.0
O95243,nD2,436-580,2796820,e7kz0A1,102.1.2,0.999,0.998,28.4,1.0,0.697,good_domain,6,0,subset_76,145,1,100.0
Q02156,nD1,1-135,1908,e1gmiA1,11.2.1,0.998,0.979,23.7,0.971,0.957,good_domain,1,7,subset_76,135,1,100.0
Q02156,nD2,"166-220,241-325",168517,e3cxlA3,376.1.2,0.999,0.965,10.5,0.948,2.258,good_domain,4,5,subset_76,140,1,100.0
Q02156,nD3,401-730,1886282,e5li9A1,206.1.1,1.0,1.0,46.3,0.945,1.096,good_domain,10,9,subset_76,330,2,100.0
P01566,nD1,21-189,143314,e3oq3A1,150.3.1,0.998,1.0,23.7,0.994,1.119,good_domain,6,0,subset_76,169,2,1.7751479289940828
P19022,nD1,21-135,153656,e4apxB2,11.1.1,0.996,0.981,7.5,0.807,1.065,good_domain,1,7,subset_78,115,1,4.3478260869565215
P19022,nD2,136-260,1841937,e5eqxA2,11.1.1,0.998,0.999,12.8,0.97,1.157,good_domain,1,8,subset_78,125,1,0.0
P19022,nD3,261-375,1221060,e3q2wA7,11.1.1,0.999,1.0,21.0,1.0,1.065,good_domain,1,7,subset_78,115,1,0.0
P19022,nD4,376-490,142502,e3q2wA3,11.1.1,0.999,1.0,22.7,0.983,1.065,good_domain,1,7,subset_78,115,1,0.0
P19022,nD5,491-600,142863,e3q2vA4,11.1.1,0.999,0.999,18.5,0.991,1.019,good_domain,0,7,subset_78,110,1,0.0
P19022,nD6,"601-710,726-750",1221063,e3q2wA8,11.1.1,0.999,1.0,18.1,0.952,1.25,good_domain,2,8,subset_78,135,1,4.444444444444445
P19022,nD7,"826-860,881-905",119395,e3ifqC1,3095.1.1,0.984,0.981,0.0,0.602,0.851,good_domain,3,0,subset_78,60,0,100.0
Q99250,nD1,61-95,2436450,e6hd5t1,109.4.1,0.013,0.0,3.2,na,na,simple_topology,0,1,subset_78,35,0,100.0
